dataset_id,treat_id,trials,Y_obs,Y_mis,treat
2244,1,25017,438,470,Control
2245,2,24944,464,423,Treatment
2245,1,25056,439,444,Control
2246,1,24962,448,437,Control
2246,2,25038,468,474,Treatment
2247,1,24918,424,432,Control
2247,2,25082,415,402,Treatment
2248,1,24997,488,443,Control
2248,2,25003,393,430,Treatment
2249,2,25039,464,477,Treatment
2249,1,24961,417,412,Control
2250,1,24969,429,459,Control
2250,2,25031,445,440,Treatment
2251,1,25055,410,473,Control
2251,2,24945,451,420,Treatment
2252,1,24941,431,415,Control
2252,2,25059,408,452,Treatment
2253,1,24948,450,402,Control
2253,2,25052,399,441,Treatment
2254,1,24883,415,414,Control
2254,2,25117,414,430,Treatment
2255,1,25354,438,389,Control
2255,2,24646,421,427,Treatment
2256,1,25091,431,433,Control
2256,2,24909,436,458,Treatment
2257,2,25089,461,412,Treatment
2257,1,24911,424,438,Control
2258,1,25099,446,419,Control
2258,2,24901,439,429,Treatment
2259,1,24932,439,433,Control
2259,2,25068,457,451,Treatment
2260,2,24908,402,447,Treatment
2260,1,25092,416,439,Control
2261,2,25114,419,443,Treatment
2261,1,24886,446,411,Control
2262,2,24998,439,443,Treatment
2262,1,25002,429,426,Control
2263,2,24939,431,431,Treatment
2263,1,25061,469,436,Control
2264,2,24856,439,434,Treatment
2264,1,25144,453,440,Control
2265,1,25125,462,435,Control
2265,2,24875,435,408,Treatment
2266,1,24986,421,444,Control
2266,2,25014,453,445,Treatment
2267,1,24978,423,422,Control
2267,2,25022,435,438,Treatment
2268,2,25076,449,447,Treatment
2268,1,24924,461,411,Control
2269,2,24893,428,421,Treatment
2269,1,25107,441,429,Control
2270,1,24825,413,426,Control
2270,2,25175,428,425,Treatment
2271,1,24926,431,439,Control
2271,2,25074,442,446,Treatment
2272,1,25089,407,481,Control
2272,2,24911,436,446,Treatment
2273,1,24976,417,439,Control
2273,2,25024,438,449,Treatment
2274,2,24986,436,456,Treatment
2274,1,25014,441,421,Control
2275,1,24930,413,445,Control
2275,2,25070,439,479,Treatment
2276,1,25113,482,439,Control
2276,2,24887,448,440,Treatment
2277,1,25061,406,456,Control
2277,2,24939,399,436,Treatment
2278,1,24919,453,418,Control
2278,2,25081,433,411,Treatment
2279,2,24813,472,444,Treatment
2279,1,25187,439,438,Control
2280,1,25024,445,447,Control
2280,2,24976,473,433,Treatment
2281,2,25024,420,414,Treatment
2281,1,24976,439,412,Control
2282,2,24782,401,413,Treatment
2282,1,25218,416,442,Control
2283,1,24982,462,442,Control
2283,2,25018,426,447,Treatment
2284,2,25030,410,450,Treatment
2284,1,24970,449,422,Control
2285,2,25106,432,429,Treatment
2285,1,24894,450,423,Control
2286,2,25109,456,432,Treatment
2286,1,24891,432,427,Control
2287,1,25070,417,407,Control
2287,2,24930,438,422,Treatment
2288,1,25064,439,421,Control
2288,2,24936,439,415,Treatment
2289,2,25003,425,454,Treatment
2289,1,24997,442,401,Control
2290,1,25109,446,448,Control
2290,2,24891,437,435,Treatment
2291,1,25079,429,427,Control
2291,2,24921,419,409,Treatment
2292,1,24850,418,439,Control
2292,2,25150,463,435,Treatment
2293,1,24810,418,475,Control
2293,2,25190,442,414,Treatment
2294,1,25047,416,459,Control
2294,2,24953,431,450,Treatment
2295,2,25092,452,438,Treatment
2295,1,24908,442,408,Control
2296,2,25172,465,458,Treatment
2296,1,24828,433,428,Control
2297,1,25046,447,453,Control
2297,2,24954,425,431,Treatment
2298,2,24941,432,459,Treatment
2298,1,25059,406,420,Control
2299,2,25146,420,439,Treatment
2299,1,24854,427,428,Control
2300,1,25149,450,435,Control
2300,2,24851,412,385,Treatment
2301,2,25012,432,428,Treatment
2301,1,24988,437,441,Control
2302,1,25052,434,415,Control
2302,2,24948,459,441,Treatment
2303,1,25053,418,427,Control
2303,2,24947,449,451,Treatment
2304,2,24977,418,449,Treatment
2304,1,25023,441,429,Control
2305,2,25016,411,408,Treatment
2305,1,24984,456,464,Control
2306,1,24847,429,461,Control
2306,2,25153,426,460,Treatment
2307,2,25015,464,433,Treatment
2307,1,24985,433,411,Control
2308,1,25041,468,443,Control
2308,2,24959,437,414,Treatment
2309,2,25126,398,491,Treatment
2309,1,24874,448,434,Control
2310,2,24996,432,402,Treatment
2310,1,25004,443,441,Control
2311,2,24806,401,427,Treatment
2311,1,25194,456,420,Control
2312,1,25089,463,406,Control
2312,2,24911,426,419,Treatment
2313,2,24977,420,390,Treatment
2313,1,25023,455,462,Control
2314,2,24968,427,428,Treatment
2314,1,25032,472,463,Control
2315,1,25016,452,448,Control
2315,2,24984,449,396,Treatment
2316,1,24989,432,427,Control
2316,2,25011,430,466,Treatment
2317,2,25063,410,435,Treatment
2317,1,24937,466,459,Control
2318,2,24882,426,420,Treatment
2318,1,25118,446,469,Control
2319,2,24988,462,437,Treatment
2319,1,25012,430,444,Control
2320,1,25011,432,444,Control
2320,2,24989,431,429,Treatment
2321,2,24923,439,447,Treatment
2321,1,25077,412,433,Control
2322,2,25061,435,432,Treatment
2322,1,24939,445,452,Control
2323,1,25165,436,433,Control
2323,2,24835,406,391,Treatment
2324,1,24810,422,491,Control
2324,2,25190,415,431,Treatment
2325,1,24983,443,439,Control
2325,2,25017,495,459,Treatment
2326,2,25104,411,427,Treatment
2326,1,24896,448,422,Control
2327,1,24970,400,449,Control
2327,2,25030,425,421,Treatment
2328,1,24893,459,449,Control
2328,2,25107,423,410,Treatment
2329,1,25258,455,476,Control
2329,2,24742,429,443,Treatment
2330,2,25144,482,433,Treatment
2330,1,24856,469,441,Control
2331,2,24963,419,449,Treatment
2331,1,25037,444,440,Control
2332,2,25024,420,438,Treatment
2332,1,24976,446,426,Control
2333,2,24814,427,405,Treatment
2333,1,25186,430,457,Control
2334,1,25108,438,468,Control
2334,2,24892,438,432,Treatment
2335,2,25129,413,406,Treatment
2335,1,24871,458,412,Control
2336,2,25022,410,409,Treatment
2336,1,24978,418,416,Control
2337,2,24956,460,467,Treatment
2337,1,25044,446,417,Control
2338,2,25021,425,420,Treatment
2338,1,24979,426,431,Control
2339,2,25164,442,465,Treatment
2339,1,24836,454,416,Control
2340,2,25105,429,450,Treatment
2340,1,24895,419,432,Control
2341,1,25228,492,464,Control
2341,2,24772,407,416,Treatment
2342,1,25071,483,427,Control
2342,2,24929,424,433,Treatment
2343,1,25009,449,461,Control
2343,2,24991,421,455,Treatment
2344,1,24893,415,412,Control
2344,2,25107,438,440,Treatment
2345,1,25046,406,443,Control
2345,2,24954,462,453,Treatment
2346,1,24856,442,419,Control
2346,2,25144,414,447,Treatment
2347,1,24872,461,465,Control
2347,2,25128,456,449,Treatment
2348,1,25061,462,439,Control
2348,2,24939,430,429,Treatment
2349,2,25000,450,423,Treatment
2349,1,25000,411,436,Control
2350,2,24956,436,439,Treatment
2350,1,25044,471,420,Control
2351,1,24961,451,478,Control
2351,2,25039,465,411,Treatment
2352,1,24934,411,415,Control
2352,2,25066,420,435,Treatment
2353,1,24832,414,438,Control
2353,2,25168,434,459,Treatment
2354,2,25031,415,441,Treatment
2354,1,24969,445,426,Control
2355,1,25152,435,444,Control
2355,2,24848,425,432,Treatment
2356,2,24959,426,429,Treatment
2356,1,25041,406,403,Control
2357,1,25254,462,456,Control
2357,2,24746,399,455,Treatment
2358,1,25051,456,399,Control
2358,2,24949,430,425,Treatment
2359,1,24911,432,448,Control
2359,2,25089,482,450,Treatment
2360,2,24945,398,409,Treatment
2360,1,25055,433,444,Control
2361,2,25178,447,437,Treatment
2361,1,24822,493,435,Control
2362,2,24945,400,471,Treatment
2362,1,25055,420,449,Control
2363,2,25100,452,453,Treatment
2363,1,24900,451,456,Control
2364,2,25007,439,494,Treatment
2364,1,24993,457,463,Control
2365,1,24939,452,429,Control
2365,2,25061,469,422,Treatment
2366,2,24900,448,448,Treatment
2366,1,25100,408,438,Control
2367,1,25060,447,442,Control
2367,2,24940,449,494,Treatment
2368,1,25033,444,430,Control
2368,2,24967,423,441,Treatment
2369,2,24948,426,442,Treatment
2369,1,25052,454,424,Control
2370,1,25011,420,412,Control
2370,2,24989,433,429,Treatment
2371,1,24988,433,449,Control
2371,2,25012,437,434,Treatment
2372,2,24906,400,448,Treatment
2372,1,25094,446,448,Control
2373,1,24777,436,474,Control
2373,2,25223,432,449,Treatment
2374,1,24894,455,430,Control
2374,2,25106,425,449,Treatment
2375,1,24974,398,432,Control
2375,2,25026,432,397,Treatment
2376,1,24928,432,465,Control
2376,2,25072,447,424,Treatment
2377,2,25075,446,445,Treatment
2377,1,24925,460,419,Control
2378,1,25148,454,461,Control
2378,2,24852,420,431,Treatment
2379,2,24985,421,441,Treatment
2379,1,25015,445,455,Control
2380,2,25049,479,432,Treatment
2380,1,24951,401,441,Control
2381,2,25194,481,424,Treatment
2381,1,24806,435,467,Control
2382,1,25109,442,454,Control
2382,2,24891,420,412,Treatment
2383,1,25042,451,408,Control
2383,2,24958,452,418,Treatment
2384,1,25140,440,443,Control
2384,2,24860,496,471,Treatment
2385,2,24976,463,436,Treatment
2385,1,25024,453,439,Control
2386,2,25088,443,402,Treatment
2386,1,24912,451,432,Control
2387,2,25202,452,444,Treatment
2387,1,24798,465,447,Control
2388,1,25117,422,452,Control
2388,2,24883,418,459,Treatment
2389,2,25013,416,429,Treatment
2389,1,24987,461,427,Control
2390,1,24778,411,465,Control
2390,2,25222,461,419,Treatment
2391,1,24870,436,466,Control
2391,2,25130,444,434,Treatment
2392,1,24913,458,462,Control
2392,2,25087,430,424,Treatment
2393,1,25089,443,420,Control
2393,2,24911,451,441,Treatment
2394,2,25083,407,433,Treatment
2394,1,24917,450,460,Control
2395,1,24710,457,416,Control
2395,2,25290,460,433,Treatment
2396,1,24838,444,425,Control
2396,2,25162,444,427,Treatment
2397,1,24849,413,436,Control
2397,2,25151,448,431,Treatment
2398,2,24978,448,449,Treatment
2398,1,25022,426,420,Control
2399,2,25085,386,440,Treatment
2399,1,24915,413,430,Control
2400,1,24781,440,398,Control
2400,2,25219,452,397,Treatment
2401,2,25071,424,441,Treatment
2401,1,24929,442,463,Control
2402,1,25212,427,431,Control
2402,2,24788,443,451,Treatment
2403,2,24959,456,439,Treatment
2403,1,25041,434,452,Control
2404,2,24974,464,452,Treatment
2404,1,25026,469,463,Control
2405,1,25010,416,463,Control
2405,2,24990,451,428,Treatment
2406,1,24732,397,440,Control
2406,2,25268,407,446,Treatment
2407,2,25237,468,449,Treatment
2407,1,24763,421,441,Control
2408,2,25182,412,395,Treatment
2408,1,24818,413,411,Control
2409,2,24985,420,447,Treatment
2409,1,25015,410,468,Control
2410,1,25014,446,419,Control
2410,2,24986,445,438,Treatment
2411,1,24850,421,451,Control
2411,2,25150,424,436,Treatment
2412,1,24839,454,446,Control
2412,2,25161,429,488,Treatment
2413,2,25075,449,453,Treatment
2413,1,24925,471,454,Control
2414,2,24919,424,428,Treatment
2414,1,25081,431,460,Control
2415,1,24894,439,441,Control
2415,2,25106,426,424,Treatment
2416,2,25124,440,417,Treatment
2416,1,24876,411,424,Control
2417,2,25100,441,421,Treatment
2417,1,24900,438,468,Control
2418,1,25014,435,425,Control
2418,2,24986,466,427,Treatment
2419,2,25230,428,414,Treatment
2419,1,24770,460,370,Control
2420,1,24978,441,462,Control
2420,2,25022,432,422,Treatment
2421,1,24864,421,437,Control
2421,2,25136,421,452,Treatment
2422,2,25062,446,459,Treatment
2422,1,24938,455,417,Control
2423,1,24790,447,413,Control
2423,2,25210,427,412,Treatment
2424,1,24879,427,407,Control
2424,2,25121,423,439,Treatment
2425,2,25099,434,432,Treatment
2425,1,24901,416,429,Control
2426,1,24787,428,441,Control
2426,2,25213,447,426,Treatment
2427,1,24899,400,417,Control
2427,2,25101,442,397,Treatment
2428,2,25048,449,419,Treatment
2428,1,24952,429,423,Control
2429,2,25188,449,442,Treatment
2429,1,24812,444,430,Control
2430,2,24995,426,415,Treatment
2430,1,25005,412,415,Control
2431,1,24938,432,398,Control
2431,2,25062,454,443,Treatment
2432,1,25157,447,434,Control
2432,2,24843,423,431,Treatment
2433,2,25073,458,402,Treatment
2433,1,24927,434,448,Control
2434,1,25021,430,422,Control
2434,2,24979,426,436,Treatment
2435,2,25007,433,460,Treatment
2435,1,24993,436,430,Control
2436,1,24887,449,422,Control
2436,2,25113,435,442,Treatment
2437,1,25103,450,480,Control
2437,2,24897,458,434,Treatment
2438,2,24849,434,415,Treatment
2438,1,25151,443,450,Control
2439,2,24966,449,454,Treatment
2439,1,25034,449,443,Control
2440,1,25167,422,459,Control
2440,2,24833,414,450,Treatment
2441,2,24860,452,430,Treatment
2441,1,25140,403,445,Control
2442,2,25309,425,454,Treatment
2442,1,24691,404,438,Control
2443,1,25164,433,454,Control
2443,2,24836,467,480,Treatment
2444,1,25038,488,438,Control
2444,2,24962,434,412,Treatment
2445,1,25256,415,405,Control
2445,2,24744,433,427,Treatment
2446,2,24981,461,432,Treatment
2446,1,25019,411,441,Control
2447,1,24953,438,416,Control
2447,2,25047,400,433,Treatment
2448,2,24913,429,439,Treatment
2448,1,25087,443,415,Control
2449,2,24934,440,422,Treatment
2449,1,25066,441,441,Control
2450,1,25092,411,440,Control
2450,2,24908,458,434,Treatment
2451,2,24809,425,402,Treatment
2451,1,25191,451,452,Control
2452,2,24951,419,427,Treatment
2452,1,25049,464,426,Control
2453,2,25017,454,421,Treatment
2453,1,24983,453,445,Control
2454,2,25032,456,449,Treatment
2454,1,24968,394,467,Control
2455,1,25208,435,443,Control
2455,2,24792,440,385,Treatment
2456,2,24747,407,404,Treatment
2456,1,25253,431,432,Control
2457,1,25058,424,418,Control
2457,2,24942,374,437,Treatment
2458,1,25041,431,440,Control
2458,2,24959,469,464,Treatment
2459,1,25177,431,447,Control
2459,2,24823,434,414,Treatment
2460,1,24967,439,407,Control
2460,2,25033,441,417,Treatment
2461,1,24830,427,427,Control
2461,2,25170,420,418,Treatment
2462,1,24973,425,438,Control
2462,2,25027,429,452,Treatment
2463,2,25004,482,426,Treatment
2463,1,24996,440,455,Control
2464,1,24936,432,437,Control
2464,2,25064,465,446,Treatment
2465,2,25128,466,443,Treatment
2465,1,24872,431,435,Control
2466,2,25210,423,476,Treatment
2466,1,24790,416,412,Control
2467,1,24892,429,436,Control
2467,2,25108,455,419,Treatment
2468,1,24801,439,449,Control
2468,2,25199,429,421,Treatment
2469,2,25027,406,424,Treatment
2469,1,24973,408,399,Control
2470,2,24985,472,405,Treatment
2470,1,25015,505,450,Control
2471,1,24905,455,435,Control
2471,2,25095,466,434,Treatment
2472,2,25028,446,409,Treatment
2472,1,24972,440,449,Control
2473,2,25083,441,450,Treatment
2473,1,24917,448,447,Control
2474,2,24890,420,438,Treatment
2474,1,25110,439,432,Control
2475,1,24981,447,432,Control
2475,2,25019,474,423,Treatment
2476,2,24835,455,430,Treatment
2476,1,25165,457,445,Control
2477,1,24966,450,462,Control
2477,2,25034,420,443,Treatment
2478,1,25201,491,467,Control
2478,2,24799,415,478,Treatment
2479,2,25160,438,406,Treatment
2479,1,24840,471,422,Control
2480,1,24900,446,441,Control
2480,2,25100,458,436,Treatment
2481,1,25053,440,413,Control
2481,2,24947,472,393,Treatment
2482,1,24865,413,410,Control
2482,2,25135,443,408,Treatment
2483,1,24867,448,442,Control
2483,2,25133,444,422,Treatment
2484,2,24982,442,441,Treatment
2484,1,25018,420,437,Control
2485,1,25037,418,486,Control
2485,2,24963,437,421,Treatment
2486,1,25019,425,429,Control
2486,2,24981,439,428,Treatment
2487,1,24996,448,441,Control
2487,2,25004,458,445,Treatment
2488,1,25142,456,408,Control
2488,2,24858,420,452,Treatment
2489,2,25026,452,426,Treatment
2489,1,24974,401,442,Control
2490,2,25193,436,463,Treatment
2490,1,24807,426,445,Control
2491,1,24912,429,429,Control
2491,2,25088,447,442,Treatment
2492,2,25102,435,445,Treatment
2492,1,24898,466,407,Control
2493,1,25178,432,447,Control
2493,2,24822,437,426,Treatment
2494,2,24788,425,430,Treatment
2494,1,25212,442,467,Control
2495,2,24949,436,428,Treatment
2495,1,25051,463,407,Control
2496,1,25008,444,455,Control
2496,2,24992,464,446,Treatment
2497,1,25144,424,431,Control
2497,2,24856,425,456,Treatment
2498,1,25106,426,425,Control
2498,2,24894,478,390,Treatment
2499,2,24805,405,418,Treatment
2499,1,25195,459,432,Control
2500,1,24923,420,467,Control
2500,2,25077,420,444,Treatment
2501,2,25110,462,427,Treatment
2501,1,24890,427,430,Control
2502,1,25090,466,458,Control
2502,2,24910,448,438,Treatment
2503,1,25091,460,499,Control
2503,2,24909,433,429,Treatment
2504,1,24964,461,436,Control
2504,2,25036,447,418,Treatment
2505,1,24940,450,446,Control
2505,2,25060,417,450,Treatment
2506,2,25138,454,432,Treatment
2506,1,24862,440,459,Control
2507,2,25075,441,409,Treatment
2507,1,24925,392,436,Control
2508,2,24958,435,478,Treatment
2508,1,25042,408,439,Control
2509,2,25005,472,429,Treatment
2509,1,24995,433,418,Control
2510,2,24800,433,403,Treatment
2510,1,25200,454,457,Control
2511,2,24809,415,396,Treatment
2511,1,25191,442,455,Control
2512,1,24898,438,449,Control
2512,2,25102,433,432,Treatment
2513,1,25133,418,441,Control
2513,2,24867,482,412,Treatment
2514,2,25116,469,448,Treatment
2514,1,24884,442,443,Control
2515,1,24927,438,460,Control
2515,2,25073,425,398,Treatment
2516,1,25079,455,442,Control
2516,2,24921,409,411,Treatment
2517,2,25242,453,458,Treatment
2517,1,24758,415,434,Control
2518,1,25111,437,483,Control
2518,2,24889,441,422,Treatment
2519,1,24977,431,434,Control
2519,2,25023,437,403,Treatment
2520,1,25084,431,418,Control
2520,2,24916,440,447,Treatment
2521,1,24915,457,423,Control
2521,2,25085,434,475,Treatment
2522,1,24898,399,441,Control
2522,2,25102,423,477,Treatment
2523,2,24928,448,424,Treatment
2523,1,25072,432,441,Control
2524,2,24925,475,447,Treatment
2524,1,25075,440,429,Control
2525,1,24966,492,485,Control
2525,2,25034,450,410,Treatment
2526,1,24907,450,457,Control
2526,2,25093,442,465,Treatment
2527,2,24917,476,440,Treatment
2527,1,25083,434,443,Control
2528,1,24854,423,411,Control
2528,2,25146,404,459,Treatment
2529,1,25096,436,427,Control
2529,2,24904,405,437,Treatment
2530,2,24889,435,416,Treatment
2530,1,25111,420,478,Control
2531,2,24887,442,446,Treatment
2531,1,25113,447,411,Control
2532,2,24954,448,449,Treatment
2532,1,25046,417,450,Control
2533,2,24996,437,448,Treatment
2533,1,25004,417,445,Control
2534,1,25067,441,448,Control
2534,2,24933,422,436,Treatment
2535,2,24822,409,414,Treatment
2535,1,25178,442,470,Control
2536,1,24889,492,397,Control
2536,2,25111,441,406,Treatment
2537,1,24932,448,387,Control
2537,2,25068,400,446,Treatment
2538,2,25181,455,435,Treatment
2538,1,24819,426,473,Control
2539,2,24950,440,426,Treatment
2539,1,25050,470,452,Control
2540,2,25134,438,437,Treatment
2540,1,24866,448,432,Control
2541,2,25017,409,468,Treatment
2541,1,24983,443,402,Control
2542,2,25287,474,460,Treatment
2542,1,24713,447,424,Control
2543,2,25056,423,440,Treatment
2543,1,24944,446,432,Control
2544,1,25060,452,431,Control
2544,2,24940,467,445,Treatment
2545,1,25161,450,432,Control
2545,2,24839,426,401,Treatment
2546,1,25227,476,482,Control
2546,2,24773,418,431,Treatment
2547,2,25019,436,441,Treatment
2547,1,24981,440,485,Control
2548,2,24984,495,413,Treatment
2548,1,25016,431,412,Control
2549,1,24933,435,440,Control
2549,2,25067,458,445,Treatment
2550,2,25062,451,436,Treatment
2550,1,24938,403,439,Control
2551,1,25091,454,421,Control
2551,2,24909,466,453,Treatment
2552,2,25089,434,464,Treatment
2552,1,24911,447,391,Control
2553,1,24989,415,401,Control
2553,2,25011,437,437,Treatment
2554,2,25019,447,454,Treatment
2554,1,24981,451,424,Control
2555,1,25158,467,460,Control
2555,2,24842,449,458,Treatment
2556,1,25188,419,461,Control
2556,2,24812,438,449,Treatment
2557,2,25098,424,444,Treatment
2557,1,24902,448,431,Control
2558,2,24915,432,467,Treatment
2558,1,25085,426,439,Control
2559,2,25079,455,451,Treatment
2559,1,24921,410,464,Control
2560,1,25111,456,450,Control
2560,2,24889,431,444,Treatment
2561,2,25039,440,441,Treatment
2561,1,24961,421,428,Control
2562,1,24866,418,447,Control
2562,2,25134,436,438,Treatment
2563,2,25150,448,470,Treatment
2563,1,24850,440,469,Control
2564,1,25218,430,450,Control
2564,2,24782,430,428,Treatment
2565,2,24793,407,418,Treatment
2565,1,25207,450,464,Control
2566,2,24932,440,465,Treatment
2566,1,25068,442,445,Control
2567,1,25047,412,440,Control
2567,2,24953,422,464,Treatment
2568,2,24903,404,447,Treatment
2568,1,25097,399,454,Control
2569,2,25034,456,461,Treatment
2569,1,24966,433,410,Control
2570,1,24895,432,421,Control
2570,2,25105,441,421,Treatment
2571,2,25053,433,443,Treatment
2571,1,24947,473,440,Control
2572,2,24949,466,411,Treatment
2572,1,25051,427,439,Control
2573,1,24807,452,403,Control
2573,2,25193,421,415,Treatment
2574,1,24953,456,414,Control
2574,2,25047,433,425,Treatment
2575,1,24941,403,386,Control
2575,2,25059,448,443,Treatment
2576,2,24961,430,431,Treatment
2576,1,25039,465,443,Control
2577,1,25022,405,432,Control
2577,2,24978,457,440,Treatment
2578,1,24983,463,479,Control
2578,2,25017,422,405,Treatment
2579,2,25174,464,440,Treatment
2579,1,24826,430,451,Control
2580,1,24988,408,459,Control
2580,2,25012,441,438,Treatment
2581,1,24836,422,434,Control
2581,2,25164,449,440,Treatment
2582,1,25345,470,450,Control
2582,2,24655,421,441,Treatment
2583,1,25023,456,428,Control
2583,2,24977,403,482,Treatment
2584,2,25124,410,447,Treatment
2584,1,24876,422,431,Control
2585,2,24881,419,405,Treatment
2585,1,25119,430,477,Control
2586,2,24762,443,465,Treatment
2586,1,25238,413,442,Control
2587,2,24747,420,418,Treatment
2587,1,25253,439,477,Control
2588,1,25174,445,446,Control
2588,2,24826,435,447,Treatment
2589,1,25190,422,477,Control
2589,2,24810,442,431,Treatment
2590,2,24896,430,476,Treatment
2590,1,25104,434,438,Control
2591,2,24868,466,409,Treatment
2591,1,25132,441,472,Control
2592,2,24927,427,449,Treatment
2592,1,25073,441,463,Control
2593,1,25066,441,413,Control
2593,2,24934,445,458,Treatment
2594,1,25199,449,435,Control
2594,2,24801,456,443,Treatment
2595,1,25094,433,439,Control
2595,2,24906,445,418,Treatment
2596,2,25134,407,410,Treatment
2596,1,24866,443,387,Control
2597,1,24997,446,440,Control
2597,2,25003,441,439,Treatment
2598,1,24792,425,431,Control
2598,2,25208,450,445,Treatment
2599,2,24973,444,444,Treatment
2599,1,25027,419,431,Control
2600,1,24857,456,441,Control
2600,2,25143,416,423,Treatment
2601,1,25289,445,412,Control
2601,2,24711,441,436,Treatment
2602,2,25003,440,447,Treatment
2602,1,24997,466,469,Control
2603,2,24966,434,427,Treatment
2603,1,25034,432,428,Control
2604,1,24963,453,414,Control
2604,2,25037,424,439,Treatment
2605,2,24951,444,450,Treatment
2605,1,25049,454,474,Control
2606,2,25070,419,433,Treatment
2606,1,24930,446,422,Control
2607,1,25197,436,450,Control
2607,2,24803,417,397,Treatment
2608,2,25026,452,414,Treatment
2608,1,24974,459,443,Control
2609,1,24958,473,448,Control
2609,2,25042,444,386,Treatment
2610,1,25020,471,437,Control
2610,2,24980,421,442,Treatment
2611,1,25283,437,459,Control
2611,2,24717,487,414,Treatment
2612,2,25183,438,479,Treatment
2612,1,24817,446,432,Control
2613,2,25122,462,451,Treatment
2613,1,24878,420,449,Control
2614,2,25065,402,426,Treatment
2614,1,24935,484,452,Control
2615,2,25094,439,453,Treatment
2615,1,24906,443,449,Control
2616,2,24848,449,428,Treatment
2616,1,25152,484,380,Control
2617,1,24994,432,429,Control
2617,2,25006,427,433,Treatment
2618,2,24947,442,420,Treatment
2618,1,25053,436,445,Control
2619,2,24854,413,436,Treatment
2619,1,25146,417,443,Control
2620,1,24993,470,446,Control
2620,2,25007,420,436,Treatment
2621,1,25017,405,412,Control
2621,2,24983,374,429,Treatment
2622,1,25162,413,469,Control
2622,2,24838,449,430,Treatment
2623,1,25144,440,440,Control
2623,2,24856,457,413,Treatment
2624,1,25176,432,455,Control
2624,2,24824,439,392,Treatment
2625,1,25094,417,405,Control
2625,2,24906,459,469,Treatment
2626,2,25033,441,454,Treatment
2626,1,24967,419,435,Control
2627,2,24954,439,441,Treatment
2627,1,25046,426,432,Control
2628,1,24977,429,464,Control
2628,2,25023,467,452,Treatment
2629,2,25006,450,453,Treatment
2629,1,24994,444,468,Control
2630,2,25167,415,418,Treatment
2630,1,24833,411,426,Control
2631,1,24972,416,437,Control
2631,2,25028,442,443,Treatment
2632,1,25085,424,449,Control
2632,2,24915,440,445,Treatment
2633,2,25040,425,430,Treatment
2633,1,24960,412,425,Control
2634,1,24964,440,401,Control
2634,2,25036,425,477,Treatment
2635,1,24924,391,431,Control
2635,2,25076,444,454,Treatment
2636,2,24828,437,436,Treatment
2636,1,25172,399,455,Control
2637,1,24968,438,427,Control
2637,2,25032,424,468,Treatment
2638,2,24967,434,428,Treatment
2638,1,25033,474,425,Control
2639,2,24923,440,459,Treatment
2639,1,25077,473,432,Control
2640,2,24771,433,447,Treatment
2640,1,25229,413,405,Control
2641,1,24920,421,459,Control
2641,2,25080,449,444,Treatment
2642,2,25164,480,464,Treatment
2642,1,24836,435,433,Control
2643,2,24885,436,404,Treatment
2643,1,25115,413,469,Control
2644,1,25030,408,433,Control
2644,2,24970,473,423,Treatment
2645,1,24867,456,437,Control
2645,2,25133,436,431,Treatment
2646,2,25119,431,475,Treatment
2646,1,24881,461,446,Control
2647,1,24954,419,421,Control
2647,2,25046,422,457,Treatment
2648,1,24984,446,439,Control
2648,2,25016,397,480,Treatment
2649,1,24878,469,413,Control
2649,2,25122,469,437,Treatment
2650,2,25076,404,429,Treatment
2650,1,24924,444,435,Control
2651,2,24947,433,441,Treatment
2651,1,25053,437,431,Control
2652,2,24920,432,428,Treatment
2652,1,25080,446,440,Control
2653,1,25119,433,402,Control
2653,2,24881,435,407,Treatment
2654,2,25191,431,458,Treatment
2654,1,24809,420,428,Control
2655,2,24894,427,490,Treatment
2655,1,25106,428,428,Control
2656,1,25004,470,435,Control
2656,2,24996,426,438,Treatment
2657,2,25105,442,425,Treatment
2657,1,24895,428,435,Control
2658,2,25048,417,455,Treatment
2658,1,24952,457,445,Control
2659,2,24897,432,454,Treatment
2659,1,25103,444,480,Control
2660,1,24939,422,420,Control
2660,2,25061,432,447,Treatment
2661,2,24995,434,477,Treatment
2661,1,25005,415,450,Control
2662,2,25008,439,460,Treatment
2662,1,24992,418,445,Control
2663,2,24680,442,450,Treatment
2663,1,25320,469,470,Control
2664,1,25078,433,452,Control
2664,2,24922,422,424,Treatment
2665,2,25061,470,453,Treatment
2665,1,24939,459,465,Control
2666,1,24910,445,442,Control
2666,2,25090,438,433,Treatment
2667,1,25138,412,432,Control
2667,2,24862,428,444,Treatment
2668,1,25059,456,442,Control
2668,2,24941,457,414,Treatment
2669,1,25058,446,439,Control
2669,2,24942,398,436,Treatment
2670,1,25104,413,438,Control
2670,2,24896,443,439,Treatment
2671,1,25015,447,468,Control
2671,2,24985,424,390,Treatment
2672,1,24923,438,472,Control
2672,2,25077,395,453,Treatment
2673,1,25056,484,430,Control
2673,2,24944,461,461,Treatment
2674,1,24999,404,443,Control
2674,2,25001,443,464,Treatment
2675,2,24864,419,444,Treatment
2675,1,25136,430,463,Control
2676,2,24970,465,430,Treatment
2676,1,25030,456,454,Control
2677,2,24959,433,399,Treatment
2677,1,25041,441,473,Control
2678,2,25028,440,457,Treatment
2678,1,24972,413,436,Control
2679,2,25026,401,428,Treatment
2679,1,24974,433,430,Control
2680,1,24888,411,424,Control
2680,2,25112,473,435,Treatment
